,,S0P0,S0P0,S0P0,S0P1,S0P1,S0P1,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0,S0,S0,S0,S0,S0,S0,S1P0,S1P0,S1P0,S1P1,S1P1,S1P1,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1,S1,S1,S1,S1,S1,S1,
2026-01-15,05:38:02.883,2394105922,0.00,0.00,2394106370,0.00,0.00,1064186487,0.00,-1,-1,1064186487,0.00,-1,-1,1064186502,0.00,-1,-1,1064186502,0.00,-1,-1,1064186520,0.00,-1,-1,1064186520,0.00,-1,-1,1064186537,0.00,-1,-1,1064186537,0.00,-1,-1,1345799,82.14,82.39,34,718019,10.99,11.02,2394094678,0.00,0.00,2394095182,0.00,0.00,1064184943,0.00,-1,-1,1064184943,0.00,-1,-1,1064184925,0.00,-1,-1,1064184925,0.00,-1,-1,1064185012,0.00,-1,-1,1064185012,0.00,-1,-1,1064185025,0.00,-1,-1,1064185025,0.00,-1,-1,1296734,79.15,79.38,46,724811,11.09,11.12,
2026-01-15,05:38:03.881,2393462386,0.00,0.00,2393462718,0.00,0.00,1063901131,0.00,-1,-1,1063901131,0.00,-1,-1,1063901270,0.00,-1,-1,1063901270,0.00,-1,-1,1063901446,0.00,-1,-1,1063901446,0.00,-1,-1,1063901610,0.00,-1,-1,1063901610,0.00,-1,-1,1348056,82.28,82.44,34,718718,11.00,11.02,2393466206,0.00,0.00,2393466542,0.00,0.00,1063905388,0.00,-1,-1,1063905388,0.00,-1,-1,1063905431,0.00,-1,-1,1063905431,0.00,-1,-1,1063905496,0.00,-1,-1,1063905496,0.00,-1,-1,1063905465,0.00,-1,-1,1063905465,0.00,-1,-1,1294274,79.00,79.15,46,723046,11.06,11.08,
2026-01-15,05:38:04.884,2394326978,0.00,0.00,2394327330,0.00,0.00,1064286869,0.00,-1,-1,1064286869,0.00,-1,-1,1064286821,0.00,-1,-1,1064286821,0.00,-1,-1,1064286730,0.00,-1,-1,1064286730,0.00,-1,-1,1064286727,0.00,-1,-1,1064286727,0.00,-1,-1,1348485,82.30,82.47,33,714897,10.94,10.96,2394316042,0.00,0.00,2394316374,0.00,0.00,1064283214,0.00,-1,-1,1064283214,0.00,-1,-1,1064283119,0.00,-1,-1,1064283119,0.00,-1,-1,1064282975,0.00,-1,-1,1064282975,0.00,-1,-1,1064282947,0.00,-1,-1,1064282947,0.00,-1,-1,1295950,79.10,79.26,46,724456,11.08,11.11,
2026-01-15,05:38:05.879,2392199810,0.00,0.00,2392200186,0.00,0.00,1063340654,0.00,-1,-1,1063340654,0.00,-1,-1,1063340582,0.00,-1,-1,1063340582,0.00,-1,-1,1063340498,0.00,-1,-1,1063340498,0.00,-1,-1,1063340375,0.00,-1,-1,1063340375,0.00,-1,-1,1346751,82.20,82.53,33,716357,10.96,11.00,2392207014,0.00,0.00,2392207358,0.00,0.00,1063345642,0.00,-1,-1,1063345642,0.00,-1,-1,1063345693,0.00,-1,-1,1063345693,0.00,-1,-1,1063345721,0.00,-1,-1,1063345721,0.00,-1,-1,1063345782,0.00,-1,-1,1063345782,0.00,-1,-1,1295715,79.08,79.40,45,722926,11.06,11.11,
2026-01-15,05:38:06.885,2392440034,0.00,0.00,2392440418,0.00,0.00,1063446452,0.00,-1,-1,1063446452,0.00,-1,-1,1063446383,0.00,-1,-1,1063446383,0.00,-1,-1,1063446380,0.00,-1,-1,1063446380,0.00,-1,-1,1063446320,0.00,-1,-1,1063446320,0.00,-1,-1,1348373,82.30,82.55,34,717760,10.98,11.01,2392419666,0.00,0.00,2392420062,0.00,0.00,1063440388,0.00,-1,-1,1063440388,0.00,-1,-1,1063440436,0.00,-1,-1,1063440436,0.00,-1,-1,1063460013,0.00,-1,-1,1063460013,0.00,-1,-1,1063460046,0.00,-1,-1,1063460046,0.00,-1,-1,1300877,79.40,79.64,46,725173,11.10,11.13,
2026-01-15,05:38:07.880,2393413998,0.00,0.00,2393414414,0.00,0.00,1063879296,0.00,-1,-1,1063879296,0.00,-1,-1,1063879273,0.00,-1,-1,1063879273,0.00,-1,-1,1063879244,0.00,-1,-1,1063879244,0.00,-1,-1,1063879215,0.00,-1,-1,1063879215,0.00,-1,-1,1351795,82.51,82.67,32,717724,10.98,11.00,2393364306,0.00,0.00,2393364694,0.00,0.00,1063880165,0.00,-1,-1,1063880165,0.00,-1,-1,1063880163,0.00,-1,-1,1063880163,0.00,-1,-1,1063860600,0.00,-1,-1,1063860600,0.00,-1,-1,1063860611,0.00,-1,-1,1063860611,0.00,-1,-1,1292089,78.86,79.02,45,720016,11.02,11.04,
2026-01-15,05:38:08.878,2394122222,0.00,0.00,2394122654,0.00,0.00,1064193339,0.00,-1,-1,1064193339,0.00,-1,-1,1064193297,0.00,-1,-1,1064193297,0.00,-1,-1,1064193330,0.00,-1,-1,1064193330,0.00,-1,-1,1064193362,0.00,-1,-1,1064193362,0.00,-1,-1,1353761,82.63,82.88,33,717601,10.98,11.01,2394111706,0.00,0.00,2394111822,0.00,0.00,1064192561,0.00,-1,-1,1064192561,0.00,-1,-1,1064192475,0.00,-1,-1,1064192475,0.00,-1,-1,1064192463,0.00,-1,-1,1064192463,0.00,-1,-1,1064192362,0.00,-1,-1,1064192362,0.00,-1,-1,1295974,79.10,79.34,46,722153,11.05,11.08,
2026-01-15,05:38:09.880,2392429266,0.00,0.00,2392429758,0.00,0.00,1063441287,0.00,-1,-1,1063441287,0.00,-1,-1,1063441275,0.00,-1,-1,1063441275,0.00,-1,-1,1063441205,0.00,-1,-1,1063441205,0.00,-1,-1,1063441174,0.00,-1,-1,1063441174,0.00,-1,-1,1352839,82.57,82.82,33,718417,10.99,11.02,2392428870,0.00,0.00,2392429206,0.00,0.00,1063444417,0.00,-1,-1,1063444417,0.00,-1,-1,1063444465,0.00,-1,-1,1063444465,0.00,-1,-1,1063465173,0.00,-1,-1,1063465173,0.00,-1,-1,1063465311,0.00,-1,-1,1063465311,0.00,-1,-1,1300086,79.35,79.59,46,727070,11.12,11.16,
2026-01-15,05:38:10.879,2393344446,0.00,0.00,2393344802,0.00,0.00,1063848539,0.00,-1,-1,1063848539,0.00,-1,-1,1063848580,0.00,-1,-1,1063848580,0.00,-1,-1,1063848608,0.00,-1,-1,1063848608,0.00,-1,-1,1063848651,0.00,-1,-1,1063848651,0.00,-1,-1,1353449,82.61,82.77,32,715930,10.95,10.98,2393288818,0.00,0.00,2393289206,0.00,0.00,1063847763,0.00,-1,-1,1063847763,0.00,-1,-1,1063847767,0.00,-1,-1,1063847767,0.00,-1,-1,1063827128,0.00,-1,-1,1063827128,0.00,-1,-1,1063826989,0.00,-1,-1,1063826989,0.00,-1,-1,1293494,78.95,79.11,46,722821,11.06,11.08,
2026-01-15,05:38:11.881,2394241378,0.00,0.00,2394241822,0.00,0.00,1064246711,0.00,-1,-1,1064246711,0.00,-1,-1,1064246786,0.00,-1,-1,1064246786,0.00,-1,-1,1064246861,0.00,-1,-1,1064246861,0.00,-1,-1,1064246852,0.00,-1,-1,1064246852,0.00,-1,-1,1355529,82.73,82.90,32,715195,10.94,10.96,2394239050,0.00,0.00,2394239346,0.00,0.00,1064249088,0.00,-1,-1,1064249088,0.00,-1,-1,1064249060,0.00,-1,-1,1064249060,0.00,-1,-1,1064248930,0.00,-1,-1,1064248930,0.00,-1,-1,1064248960,0.00,-1,-1,1064248960,0.00,-1,-1,1296582,79.14,79.30,45,726893,11.12,11.14,
2026-01-15,05:38:12.884,2403052730,0.00,0.00,2403053306,0.00,0.00,1068163234,0.00,-1,-1,1068163234,0.00,-1,-1,1068163205,0.00,-1,-1,1068163205,0.00,-1,-1,1068163142,0.00,-1,-1,1068163142,0.00,-1,-1,1068163132,0.00,-1,-1,1068163132,0.00,-1,-1,1360474,83.04,82.95,33,717769,10.98,10.97,2403039670,0.00,0.00,2403040022,0.00,0.00,1068160111,0.00,-1,-1,1068160111,0.00,-1,-1,1068160084,0.00,-1,-1,1068160084,0.00,-1,-1,1068160148,0.00,-1,-1,1068160148,0.00,-1,-1,1068160167,0.00,-1,-1,1068160167,0.00,-1,-1,1300616,79.38,79.30,45,726637,11.12,11.11,
2026-01-15,05:38:13.883,2394767778,0.00,0.00,2394768214,0.00,0.00,1064480774,0.00,-1,-1,1064480774,0.00,-1,-1,1064480971,0.00,-1,-1,1064480971,0.00,-1,-1,1064481125,0.00,-1,-1,1064481125,0.00,-1,-1,1064481350,0.00,-1,-1,1064481350,0.00,-1,-1,1356681,82.81,82.97,33,720004,11.02,11.04,2394761230,0.00,0.00,2394761506,0.00,0.00,1064481108,0.00,-1,-1,1064481108,0.00,-1,-1,1064481182,0.00,-1,-1,1064481182,0.00,-1,-1,1064481166,0.00,-1,-1,1064481166,0.00,-1,-1,1064481197,0.00,-1,-1,1064481197,0.00,-1,-1,1298731,79.27,79.43,46,726110,11.11,11.13,
2026-01-15,05:38:14.883,2395219590,0.00,0.00,2395220130,0.00,0.00,1064682897,0.00,-1,-1,1064682897,0.00,-1,-1,1064682682,0.00,-1,-1,1064682682,0.00,-1,-1,1064682592,0.00,-1,-1,1064682592,0.00,-1,-1,1064682370,0.00,-1,-1,1064682370,0.00,-1,-1,1357825,82.88,83.04,33,718984,11.00,11.02,2395255654,0.00,0.00,2395256034,0.00,0.00,1064701027,0.00,-1,-1,1064701027,0.00,-1,-1,1064701055,0.00,-1,-1,1064701055,0.00,-1,-1,1064701097,0.00,-1,-1,1064701097,0.00,-1,-1,1064701035,0.00,-1,-1,1064701035,0.00,-1,-1,1292388,78.88,79.04,46,723461,11.07,11.09,
2026-01-15,05:38:15.886,2395415934,0.00,0.00,2395416350,0.00,0.00,1064769009,0.00,-1,-1,1064769009,0.00,-1,-1,1064769313,0.00,-1,-1,1064769313,0.00,-1,-1,1064769557,0.00,-1,-1,1064769557,0.00,-1,-1,1064769586,0.00,-1,-1,1064769586,0.00,-1,-1,1359937,83.00,83.17,33,720116,11.02,11.04,2395369758,0.00,0.00,2395370206,0.00,0.00,1064751648,0.00,-1,-1,1064751648,0.00,-1,-1,1064751522,0.00,-1,-1,1064751522,0.00,-1,-1,1064751453,0.00,-1,-1,1064751453,0.00,-1,-1,1064751503,0.00,-1,-1,1064751503,0.00,-1,-1,1298238,79.24,79.40,45,728642,11.15,11.17,
2026-01-15,05:38:16.883,2394150826,0.00,0.00,2394151198,0.00,0.00,1064207444,0.00,-1,-1,1064207444,0.00,-1,-1,1064207207,0.00,-1,-1,1064207207,0.00,-1,-1,1064206942,0.00,-1,-1,1064206942,0.00,-1,-1,1064206937,0.00,-1,-1,1064206937,0.00,-1,-1,1358083,82.89,83.06,32,720453,11.02,11.05,2394148622,0.00,0.00,2394148950,0.00,0.00,1064208787,0.00,-1,-1,1064208787,0.00,-1,-1,1064208891,0.00,-1,-1,1064208891,0.00,-1,-1,1064208974,0.00,-1,-1,1064208974,0.00,-1,-1,1064208958,0.00,-1,-1,1064208958,0.00,-1,-1,1293194,78.93,79.09,45,725750,11.10,11.13,
2026-01-15,05:38:17.887,2395244234,0.00,0.00,2395244662,0.00,0.00,1064692640,0.00,-1,-1,1064692640,0.00,-1,-1,1064692612,0.00,-1,-1,1064692612,0.00,-1,-1,1064692557,0.00,-1,-1,1064692557,0.00,-1,-1,1064692517,0.00,-1,-1,1064692517,0.00,-1,-1,1361147,83.08,83.24,33,719364,11.01,11.03,2395274434,0.00,0.00,2395274750,0.00,0.00,1064709451,0.00,-1,-1,1064709451,0.00,-1,-1,1064709389,0.00,-1,-1,1064709389,0.00,-1,-1,1064709389,0.00,-1,-1,1064709389,0.00,-1,-1,1064709400,0.00,-1,-1,1064709400,0.00,-1,-1,1294703,79.02,79.18,45,724752,11.09,11.11,
2026-01-15,05:38:18.886,2395387726,0.00,0.00,2395388182,0.00,0.00,1064756236,0.00,-1,-1,1064756236,0.00,-1,-1,1064756131,0.00,-1,-1,1064756131,0.00,-1,-1,1064756102,0.00,-1,-1,1064756102,0.00,-1,-1,1064756070,0.00,-1,-1,1064756070,0.00,-1,-1,1359697,82.99,83.16,33,717490,10.98,11.00,2395332278,0.00,0.00,2395332642,0.00,0.00,1064734900,0.00,-1,-1,1064734900,0.00,-1,-1,1064734927,0.00,-1,-1,1064734927,0.00,-1,-1,1064734878,0.00,-1,-1,1064734878,0.00,-1,-1,1064734866,0.00,-1,-1,1064734866,0.00,-1,-1,1295016,79.04,79.20,45,728110,11.14,11.16,
2026-01-15,05:38:19.883,2394146666,0.00,0.00,2394147194,0.00,0.00,1064204695,0.00,-1,-1,1064204695,0.00,-1,-1,1064204790,0.00,-1,-1,1064204790,0.00,-1,-1,1064204838,0.00,-1,-1,1064204838,0.00,-1,-1,1064204860,0.00,-1,-1,1064204860,0.00,-1,-1,1360262,83.02,83.19,32,718571,10.99,11.02,2394144610,0.00,0.00,2394144806,0.00,0.00,1064207090,0.00,-1,-1,1064207090,0.00,-1,-1,1064207081,0.00,-1,-1,1064207081,0.00,-1,-1,1064207085,0.00,-1,-1,1064207085,0.00,-1,-1,1064207095,0.00,-1,-1,1064207095,0.00,-1,-1,1294355,79.00,79.16,45,724980,11.09,11.11,
2026-01-15,05:38:20.887,2394846786,0.00,0.00,2394847370,0.00,0.00,1064515684,0.00,-1,-1,1064515684,0.00,-1,-1,1064515688,0.00,-1,-1,1064515688,0.00,-1,-1,1064515724,0.00,-1,-1,1064515724,0.00,-1,-1,1064515724,0.00,-1,-1,1064515724,0.00,-1,-1,1360201,83.02,83.19,33,719076,11.00,11.02,2394835934,0.00,0.00,2394836306,0.00,0.00,1064514609,0.00,-1,-1,1064514609,0.00,-1,-1,1064534149,0.00,-1,-1,1064534149,0.00,-1,-1,1064534227,0.00,-1,-1,1064534227,0.00,-1,-1,1064534146,0.00,-1,-1,1064534146,0.00,-1,-1,1298901,79.28,79.44,45,726613,11.12,11.14,
2026-01-15,05:38:21.884,2393388510,0.00,0.00,2393389122,0.00,0.00,1063867729,0.00,-1,-1,1063867729,0.00,-1,-1,1063867643,0.00,-1,-1,1063867643,0.00,-1,-1,1063867579,0.00,-1,-1,1063867579,0.00,-1,-1,1063867580,0.00,-1,-1,1063867580,0.00,-1,-1,1359135,82.96,83.20,32,717780,10.98,11.02,2393336178,0.00,0.00,2393336434,0.00,0.00,1063867594,0.00,-1,-1,1063867594,0.00,-1,-1,1063848077,0.00,-1,-1,1063848077,0.00,-1,-1,1063848026,0.00,-1,-1,1063848026,0.00,-1,-1,1063848145,0.00,-1,-1,1063848145,0.00,-1,-1,1291332,78.82,79.05,44,722862,11.06,11.09,
2026-01-15,05:38:22.886,2394137054,0.00,0.00,2394137702,0.00,0.00,1064200160,0.00,-1,-1,1064200160,0.00,-1,-1,1064200256,0.00,-1,-1,1064200256,0.00,-1,-1,1064200328,0.00,-1,-1,1064200328,0.00,-1,-1,1064200355,0.00,-1,-1,1064200355,0.00,-1,-1,1359983,83.01,83.17,32,717700,10.98,11.00,2394136002,0.00,0.00,2394136282,0.00,0.00,1064203323,0.00,-1,-1,1064203323,0.00,-1,-1,1064203236,0.00,-1,-1,1064203236,0.00,-1,-1,1064203193,0.00,-1,-1,1064203193,0.00,-1,-1,1064203150,0.00,-1,-1,1064203150,0.00,-1,-1,1295749,79.09,79.24,44,722477,11.05,11.08,
2026-01-15,05:38:23.886,2394186090,0.00,0.00,2394186474,0.00,0.00,1064222236,0.00,-1,-1,1064222236,0.00,-1,-1,1064222244,0.00,-1,-1,1064222244,0.00,-1,-1,1064222272,0.00,-1,-1,1064222272,0.00,-1,-1,1064222291,0.00,-1,-1,1064222291,0.00,-1,-1,1359178,82.96,83.12,30,718252,10.99,11.01,2394172510,0.00,0.00,2394172854,0.00,0.00,1064218967,0.00,-1,-1,1064218967,0.00,-1,-1,1064219001,0.00,-1,-1,1064219001,0.00,-1,-1,1064219010,0.00,-1,-1,1064219010,0.00,-1,-1,1064219009,0.00,-1,-1,1064219009,0.00,-1,-1,1294959,79.04,79.20,45,726082,11.11,11.13,
