,,S0P0,S0P0,S0P0,S0P1,S0P1,S0P1,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0,S0,S0,S0,S0,S0,S0,S1P0,S1P0,S1P0,S1P1,S1P1,S1P1,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1,S1,S1,S1,S1,S1,S1,
2026-01-15,05:39:05.033,2394096494,0.00,0.00,2394096918,0.00,0.00,1064182406,0.00,-1,-1,1064182406,0.00,-1,-1,1064182563,0.00,-1,-1,1064182563,0.00,-1,-1,1064182754,0.00,-1,-1,1064182754,0.00,-1,-1,1064182978,0.00,-1,-1,1064182978,0.00,-1,-1,1405823,85.80,86.06,28,721935,11.05,11.08,2394097070,0.00,0.00,2394097230,0.00,0.00,1064185241,0.00,-1,-1,1064185241,0.00,-1,-1,1064185309,0.00,-1,-1,1064185309,0.00,-1,-1,1064185253,0.00,-1,-1,1064185253,0.00,-1,-1,1064185341,0.00,-1,-1,1064185341,0.00,-1,-1,1340408,81.81,82.06,42,727381,11.13,11.16,
2026-01-15,05:39:06.033,2394115134,0.00,0.00,2394115518,0.00,0.00,1064192027,0.00,-1,-1,1064192027,0.00,-1,-1,1064191771,0.00,-1,-1,1064191771,0.00,-1,-1,1064191596,0.00,-1,-1,1064191596,0.00,-1,-1,1064191435,0.00,-1,-1,1064191435,0.00,-1,-1,1403684,85.67,85.85,28,715455,10.95,10.97,2394104274,0.00,0.00,2394104630,0.00,0.00,1064188319,0.00,-1,-1,1064188319,0.00,-1,-1,1064188337,0.00,-1,-1,1064188337,0.00,-1,-1,1064188699,0.00,-1,-1,1064188699,0.00,-1,-1,1064188820,0.00,-1,-1,1064188820,0.00,-1,-1,1344572,82.07,82.23,41,726290,11.11,11.13,
2026-01-15,05:39:07.035,2395255474,0.00,0.00,2395256066,0.00,0.00,1064697659,0.00,-1,-1,1064697659,0.00,-1,-1,1064697720,0.00,-1,-1,1064697720,0.00,-1,-1,1064697693,0.00,-1,-1,1064697693,0.00,-1,-1,1064697695,0.00,-1,-1,1064697695,0.00,-1,-1,1407345,85.90,86.07,27,718495,10.99,11.02,2395310814,0.00,0.00,2395311166,0.00,0.00,1064725183,0.00,-1,-1,1064725183,0.00,-1,-1,1064725062,0.00,-1,-1,1064725062,0.00,-1,-1,1064724678,0.00,-1,-1,1064724678,0.00,-1,-1,1064724574,0.00,-1,-1,1064724574,0.00,-1,-1,1339409,81.75,81.91,41,725997,11.11,11.13,
2026-01-15,05:39:08.031,2393020374,0.00,0.00,2393020846,0.00,0.00,1063704424,0.00,-1,-1,1063704424,0.00,-1,-1,1063704400,0.00,-1,-1,1063704400,0.00,-1,-1,1063704413,0.00,-1,-1,1063704413,0.00,-1,-1,1063704408,0.00,-1,-1,1063704408,0.00,-1,-1,1404221,85.71,85.96,27,719427,11.01,11.04,2392961618,0.00,0.00,2392962034,0.00,0.00,1063680659,0.00,-1,-1,1063680659,0.00,-1,-1,1063680800,0.00,-1,-1,1063680800,0.00,-1,-1,1063680856,0.00,-1,-1,1063680856,0.00,-1,-1,1063680881,0.00,-1,-1,1063680881,0.00,-1,-1,1342117,81.92,82.16,42,726208,11.11,11.14,
2026-01-15,05:39:09.031,2392516258,0.00,0.00,2392516706,0.00,0.00,1063479768,0.00,-1,-1,1063479768,0.00,-1,-1,1063479828,0.00,-1,-1,1063479828,0.00,-1,-1,1063479872,0.00,-1,-1,1063479872,0.00,-1,-1,1063479851,0.00,-1,-1,1063479851,0.00,-1,-1,1404687,85.74,85.99,27,718014,10.99,11.02,2392551122,0.00,0.00,2392551446,0.00,0.00,1063498718,0.00,-1,-1,1063498718,0.00,-1,-1,1063498745,0.00,-1,-1,1063498745,0.00,-1,-1,1063498794,0.00,-1,-1,1063498794,0.00,-1,-1,1063498841,0.00,-1,-1,1063498841,0.00,-1,-1,1341239,81.86,82.11,42,724013,11.08,11.11,
2026-01-15,05:39:10.035,2392527554,0.00,0.00,2392528118,0.00,0.00,1063505220,0.00,-1,-1,1063505220,0.00,-1,-1,1063505184,0.00,-1,-1,1063505184,0.00,-1,-1,1063505115,0.00,-1,-1,1063505115,0.00,-1,-1,1063505095,0.00,-1,-1,1063505095,0.00,-1,-1,1404748,85.74,86.00,27,718042,10.99,11.02,2392518182,0.00,0.00,2392518450,0.00,0.00,1063483591,0.00,-1,-1,1063483591,0.00,-1,-1,1063483462,0.00,-1,-1,1063483462,0.00,-1,-1,1063483377,0.00,-1,-1,1063483377,0.00,-1,-1,1063483186,0.00,-1,-1,1063483186,0.00,-1,-1,1344179,82.04,82.29,42,727101,11.12,11.16,
2026-01-15,05:39:11.036,2392515790,0.00,0.00,2392516354,0.00,0.00,1063479639,0.00,-1,-1,1063479639,0.00,-1,-1,1063479698,0.00,-1,-1,1063479698,0.00,-1,-1,1063479735,0.00,-1,-1,1063479735,0.00,-1,-1,1063479721,0.00,-1,-1,1063479721,0.00,-1,-1,1403686,85.67,85.85,28,717015,10.97,10.99,2392504538,0.00,0.00,2392505022,0.00,0.00,1063477793,0.00,-1,-1,1063477793,0.00,-1,-1,1063477814,0.00,-1,-1,1063477814,0.00,-1,-1,1063477781,0.00,-1,-1,1063477781,0.00,-1,-1,1063477814,0.00,-1,-1,1063477814,0.00,-1,-1,1342764,81.96,82.12,42,724827,11.09,11.11,
2026-01-15,05:39:12.037,2396499966,0.00,0.00,2396500550,0.00,0.00,1065251109,0.00,-1,-1,1065251109,0.00,-1,-1,1065251155,0.00,-1,-1,1065251155,0.00,-1,-1,1065251130,0.00,-1,-1,1065251130,0.00,-1,-1,1065251222,0.00,-1,-1,1065251222,0.00,-1,-1,1406731,85.86,86.03,27,720594,11.03,11.05,2396501446,0.00,0.00,2396501842,0.00,0.00,1065253743,0.00,-1,-1,1065253743,0.00,-1,-1,1065253804,0.00,-1,-1,1065253804,0.00,-1,-1,1065253846,0.00,-1,-1,1065253846,0.00,-1,-1,1065253898,0.00,-1,-1,1065253898,0.00,-1,-1,1344668,82.07,82.24,42,725182,11.10,11.12,
2026-01-15,05:39:13.037,2394277922,0.00,0.00,2394278470,0.00,0.00,1064263049,0.00,-1,-1,1064263049,0.00,-1,-1,1064262958,0.00,-1,-1,1064262958,0.00,-1,-1,1064262971,0.00,-1,-1,1064262971,0.00,-1,-1,1064262900,0.00,-1,-1,1064262900,0.00,-1,-1,1404526,85.73,85.90,27,718391,10.99,11.01,2394273058,0.00,0.00,2394273402,0.00,0.00,1064263692,0.00,-1,-1,1064263692,0.00,-1,-1,1064263622,0.00,-1,-1,1064263622,0.00,-1,-1,1064263646,0.00,-1,-1,1064263646,0.00,-1,-1,1064263631,0.00,-1,-1,1064263631,0.00,-1,-1,1342815,81.96,82.12,42,722784,11.06,11.08,
2026-01-15,05:39:14.033,2393981378,0.00,0.00,2393982014,0.00,0.00,1064131952,0.00,-1,-1,1064131952,0.00,-1,-1,1064132065,0.00,-1,-1,1064132065,0.00,-1,-1,1064132163,0.00,-1,-1,1064132163,0.00,-1,-1,1064132228,0.00,-1,-1,1064132228,0.00,-1,-1,1402970,85.63,85.80,26,719900,11.01,11.04,2393983438,0.00,0.00,2393983602,0.00,0.00,1064134720,0.00,-1,-1,1064134720,0.00,-1,-1,1064134843,0.00,-1,-1,1064134843,0.00,-1,-1,1064134831,0.00,-1,-1,1064134831,0.00,-1,-1,1064134852,0.00,-1,-1,1064134852,0.00,-1,-1,1342713,81.95,82.12,41,722965,11.06,11.08,
2026-01-15,05:39:15.031,2396517810,0.00,0.00,2396518218,0.00,0.00,1065258787,0.00,-1,-1,1065258787,0.00,-1,-1,1065258655,0.00,-1,-1,1065258655,0.00,-1,-1,1065258605,0.00,-1,-1,1065258605,0.00,-1,-1,1065258525,0.00,-1,-1,1065258525,0.00,-1,-1,1405800,85.80,85.98,27,717587,10.98,11.00,2396501178,0.00,0.00,2396501586,0.00,0.00,1065253989,0.00,-1,-1,1065253989,0.00,-1,-1,1065253897,0.00,-1,-1,1065253897,0.00,-1,-1,1065253907,0.00,-1,-1,1065253907,0.00,-1,-1,1065254561,0.00,-1,-1,1065254561,0.00,-1,-1,1344073,82.04,82.20,41,724379,11.08,11.11,
2026-01-15,05:39:16.035,2394865462,0.00,0.00,2394865938,0.00,0.00,1064524238,0.00,-1,-1,1064524238,0.00,-1,-1,1064524193,0.00,-1,-1,1064524193,0.00,-1,-1,1064524173,0.00,-1,-1,1064524173,0.00,-1,-1,1064524174,0.00,-1,-1,1064524174,0.00,-1,-1,1404401,85.72,85.89,27,719195,11.00,11.03,2394859502,0.00,0.00,2394859750,0.00,0.00,1064544766,0.00,-1,-1,1064544766,0.00,-1,-1,1064544874,0.00,-1,-1,1064544874,0.00,-1,-1,1064544984,0.00,-1,-1,1064544984,0.00,-1,-1,1064544329,0.00,-1,-1,1064544329,0.00,-1,-1,1350231,82.41,82.58,41,728409,11.14,11.17,
2026-01-15,05:39:17.035,2394516802,0.00,0.00,2394517394,0.00,0.00,1064368979,0.00,-1,-1,1064368979,0.00,-1,-1,1064369065,0.00,-1,-1,1064369065,0.00,-1,-1,1064369147,0.00,-1,-1,1064369147,0.00,-1,-1,1064369166,0.00,-1,-1,1064369166,0.00,-1,-1,1404498,85.72,85.90,27,719690,11.01,11.03,2394517602,0.00,0.00,2394518042,0.00,0.00,1064372678,0.00,-1,-1,1064372678,0.00,-1,-1,1064372489,0.00,-1,-1,1064372489,0.00,-1,-1,1064372388,0.00,-1,-1,1064372388,0.00,-1,-1,1064372347,0.00,-1,-1,1064372347,0.00,-1,-1,1339485,81.76,81.92,41,723223,11.07,11.09,
2026-01-15,05:39:18.031,2392997470,0.00,0.00,2392997970,0.00,0.00,1063694064,0.00,-1,-1,1063694064,0.00,-1,-1,1063693956,0.00,-1,-1,1063693956,0.00,-1,-1,1063693805,0.00,-1,-1,1063693805,0.00,-1,-1,1063693752,0.00,-1,-1,1063693752,0.00,-1,-1,1403070,85.64,85.89,28,718076,10.99,11.02,2392940126,0.00,0.00,2392940430,0.00,0.00,1063670543,0.00,-1,-1,1063670543,0.00,-1,-1,1063670583,0.00,-1,-1,1063670583,0.00,-1,-1,1063670563,0.00,-1,-1,1063670563,0.00,-1,-1,1063670502,0.00,-1,-1,1063670502,0.00,-1,-1,1342711,81.95,82.20,41,725412,11.10,11.13,
2026-01-15,05:39:19.034,2392530370,0.00,0.00,2392531006,0.00,0.00,1063485937,0.00,-1,-1,1063485937,0.00,-1,-1,1063486010,0.00,-1,-1,1063486010,0.00,-1,-1,1063486064,0.00,-1,-1,1063486064,0.00,-1,-1,1063486154,0.00,-1,-1,1063486154,0.00,-1,-1,1403220,85.65,85.90,27,720137,11.02,11.05,2392561434,0.00,0.00,2392561858,0.00,0.00,1063502734,0.00,-1,-1,1063502734,0.00,-1,-1,1063502947,0.00,-1,-1,1063502947,0.00,-1,-1,1063503089,0.00,-1,-1,1063503089,0.00,-1,-1,1063503234,0.00,-1,-1,1063503234,0.00,-1,-1,1343166,81.98,82.23,41,724767,11.09,11.12,
2026-01-15,05:39:20.030,2393347010,0.00,0.00,2393347438,0.00,0.00,1063849031,0.00,-1,-1,1063849031,0.00,-1,-1,1063849554,0.00,-1,-1,1063849554,0.00,-1,-1,1063849553,0.00,-1,-1,1063849553,0.00,-1,-1,1063849480,0.00,-1,-1,1063849480,0.00,-1,-1,1404604,85.73,85.90,28,718904,11.00,11.02,2393298346,0.00,0.00,2393298686,0.00,0.00,1063830648,0.00,-1,-1,1063830648,0.00,-1,-1,1063830462,0.00,-1,-1,1063830462,0.00,-1,-1,1063830252,0.00,-1,-1,1063830252,0.00,-1,-1,1063830275,0.00,-1,-1,1063830275,0.00,-1,-1,1343772,82.02,82.18,41,724066,11.08,11.10,
2026-01-15,05:39:21.034,2394877262,0.00,0.00,2394877798,0.00,0.00,1064529371,0.00,-1,-1,1064529371,0.00,-1,-1,1064528919,0.00,-1,-1,1064528919,0.00,-1,-1,1064528986,0.00,-1,-1,1064528986,0.00,-1,-1,1064529129,0.00,-1,-1,1064529129,0.00,-1,-1,1404596,85.73,85.90,28,720332,11.02,11.04,2394875194,0.00,0.00,2394875462,0.00,0.00,1064551384,0.00,-1,-1,1064551384,0.00,-1,-1,1064551434,0.00,-1,-1,1064551434,0.00,-1,-1,1064551499,0.00,-1,-1,1064551499,0.00,-1,-1,1064551473,0.00,-1,-1,1064551473,0.00,-1,-1,1344362,82.05,82.22,40,723679,11.07,11.09,
2026-01-15,05:39:22.036,2395749970,0.00,0.00,2395750614,0.00,0.00,1064918004,0.00,-1,-1,1064918004,0.00,-1,-1,1064917919,0.00,-1,-1,1064917919,0.00,-1,-1,1064917833,0.00,-1,-1,1064917833,0.00,-1,-1,1064917760,0.00,-1,-1,1064917760,0.00,-1,-1,1404675,85.73,85.91,27,720036,11.02,11.04,2395701178,0.00,0.00,2395701442,0.00,0.00,1064898289,0.00,-1,-1,1064898289,0.00,-1,-1,1064898513,0.00,-1,-1,1064898513,0.00,-1,-1,1064898456,0.00,-1,-1,1064898456,0.00,-1,-1,1064898329,0.00,-1,-1,1064898329,0.00,-1,-1,1349803,82.39,82.55,41,728105,11.14,11.16,
2026-01-15,05:39:23.033,2394118090,0.00,0.00,2394118638,0.00,0.00,1064192175,0.00,-1,-1,1064192175,0.00,-1,-1,1064192394,0.00,-1,-1,1064192394,0.00,-1,-1,1064192640,0.00,-1,-1,1064192640,0.00,-1,-1,1064192777,0.00,-1,-1,1064192777,0.00,-1,-1,1404657,85.73,85.91,27,718578,10.99,11.02,2394117222,0.00,0.00,2394117370,0.00,0.00,1064193693,0.00,-1,-1,1064193693,0.00,-1,-1,1064193459,0.00,-1,-1,1064193459,0.00,-1,-1,1064193545,0.00,-1,-1,1064193545,0.00,-1,-1,1064193702,0.00,-1,-1,1064193702,0.00,-1,-1,1342736,81.95,82.12,41,720277,11.02,11.04,
2026-01-15,05:39:24.037,2394138854,0.00,0.00,2394139314,0.00,0.00,1064202653,0.00,-1,-1,1064202653,0.00,-1,-1,1064202472,0.00,-1,-1,1064202472,0.00,-1,-1,1064202313,0.00,-1,-1,1064202313,0.00,-1,-1,1064202186,0.00,-1,-1,1064202186,0.00,-1,-1,1404769,85.74,86.00,27,718485,10.99,11.03,2394129498,0.00,0.00,2394129754,0.00,0.00,1064199865,0.00,-1,-1,1064199865,0.00,-1,-1,1064199967,0.00,-1,-1,1064199967,0.00,-1,-1,1064200033,0.00,-1,-1,1064200033,0.00,-1,-1,1064199985,0.00,-1,-1,1064199985,0.00,-1,-1,1350388,82.42,82.67,40,726625,11.12,11.15,
2026-01-15,05:39:25.035,2393660502,0.00,0.00,2393661058,0.00,0.00,1063989182,0.00,-1,-1,1063989182,0.00,-1,-1,1063989418,0.00,-1,-1,1063989418,0.00,-1,-1,1063989553,0.00,-1,-1,1063989553,0.00,-1,-1,1063989842,0.00,-1,-1,1063989842,0.00,-1,-1,1403542,85.67,85.84,27,715592,10.95,10.97,2393662394,0.00,0.00,2393662774,0.00,0.00,1063992344,0.00,-1,-1,1063992344,0.00,-1,-1,1063992459,0.00,-1,-1,1063992459,0.00,-1,-1,1063992315,0.00,-1,-1,1063992315,0.00,-1,-1,1063992283,0.00,-1,-1,1063992283,0.00,-1,-1,1343163,81.98,82.14,41,724357,11.08,11.10,
2026-01-15,05:39:26.031,2394600146,0.00,0.00,2394600630,0.00,0.00,1064407502,0.00,-1,-1,1064407502,0.00,-1,-1,1064407345,0.00,-1,-1,1064407345,0.00,-1,-1,1064407267,0.00,-1,-1,1064407267,0.00,-1,-1,1064407102,0.00,-1,-1,1064407102,0.00,-1,-1,1404815,85.74,85.91,27,720512,11.02,11.05,2394590158,0.00,0.00,2394590454,0.00,0.00,1064404437,0.00,-1,-1,1064404437,0.00,-1,-1,1064404277,0.00,-1,-1,1064404277,0.00,-1,-1,1064404373,0.00,-1,-1,1064404373,0.00,-1,-1,1064404494,0.00,-1,-1,1064404494,0.00,-1,-1,1347038,82.22,82.38,41,725470,11.10,11.12,
